id,Supervisor,Type,Theme,Keywords,Title,"Last edited/added",Description
3971,"Rowlands, Christopher","Lab based","Biomedical sensing diagnostics and imaging","application - imaging,application - sensing / monitoring,application - wearables,body region / organ - brain,body region / organ - eye,body region / organ - full body,body region / organ - heart,body region / organ - skin,disease - cancer,disease - cancer evolution,disease - cardiovascular,disease - neurological,medical devices - biosensors,medical devices - chemical sensors,medical devices - monitoring,system - cardiovascular,system - neuro,system - ocular,Techniques / technologies - Design - CAD,Techniques / technologies - Experiment - mechanical testing,Techniques / technologies - Experiment - optical / photonics,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Imaging - optogenetics","3D Print ALL the Things?","2025-05-19 14:41:23","Optics laboratories investigate a diverse range of phenomena, such as brain activity, tumour growth, embryonic development and so on, however the fundamental components used in optical setups are similar across labs and experiments. This compatibility allows components to be commercially sourced and easily integrated in a range of set-ups, however these parts are generally expensive and involve international supply chains which can create a barrier-to-entry for many researchers around the world. In this project the student will design a family of optical components that they will manufacture via 3D printing and test in the lab. The end goal is to create an online database of CAD models and assembly instructions which can be freely shared with researchers around the world, creating cheap and fast access to research equipment.

The student on this project will be responsible for designing and manufacturing a range of opto-mechanic components. This will involve work in a CAD package to design components, conversion into a printable format, followed by printing and testing the components. Some experience with either CAD or 3D printing would be advantageous."
3972,"Rowlands, Christopher","Lab based","Biomedical sensing diagnostics and imaging","application - computer vision,application - imaging,body region / organ - brain,body region / organ - full body,disease - cancer,disease - cardiovascular,disease - ocular,medical devices - biosensors,medical devices - chemical sensors,medical devices - diagnostic,medical devices - monitoring,system - cardiovascular,system - neuro,Techniques / technologies - Control - robotics,Techniques / technologies - Design - CAD,Techniques / technologies - Experiment - chemical,Techniques / technologies - Experiment - optical / photonics,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - FEA","Making the ultimate colour camera - volumetric holograms for hyperspectral imaging","2025-06-05 15:48:24","Most cameras view the world with three colours, but the world is really a symphony of wavelengths from the ultraviolet to the infrared. Importantly these wavelengths help us gain knowledge about the world around us - identifying hazards, mapping disease, informing science and so on. The student on this project will work on the world's first true hyperspectral camera - a camera that can see, not in three colours, but a whole spectrum. This will be created by building a volume hologram which splits each pixel into a large number of sub-pixels, each of which is sensitive to a different wavelength.

To start, the student will simulate this volume hologram, making sure that it splits light into an array of different colours with high efficiency and minimal crosstalk. Once the ideal volumetric pattern is determined, the student will go on to manufacture the device, and ultimately test it in the laboratory. The ideal candidate for this project will have a background in basic programming as well as a strong problem solving mindset, but as with all student projects in the Rowlands lab, The necessary skills can be taught.
"
3973,"Rowlands, Christopher","Lab based","Biomedical sensing diagnostics and imaging","application - computer vision,application - imaging,application - sensing / monitoring,application - tissue,body region / organ - full body,body region / organ - heart,disease - cardiovascular,disease - injury,disease - trauma,medical devices - diagnostic,medical devices - monitoring,system - cardiovascular,system - musculoskeletal,Techniques / technologies - Design - CAD,Techniques / technologies - Experiment - optical / photonics,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Imaging - microscopy,Techniques / technologies - Imaging - ultrasound,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - FEA","Freezing sound - pioneering high resolution ultrasound through optical tomography","2025-05-19 14:41:23","Ultrasound is one of the most widely used medical imaging techniques, yet unlike the camera you're carrying in your pocket, the detector has only a few hundred pixels, severely limiting resolution and field of view. Fortunately, optical cameras can record an ultrasound field with megapixel resolution, substantially boosting medical imaging performance. The student on this project will take the first steps towards tomographic imaging of an ultrasound wave, by observing the sound wave as it passes through a person, changing the refractive index as it compresses and stretches the material it is passing through.

This project will start by simulating the ultrasound wave and trying to estimate how sensitive the camera needs to be. The student will then set up an experiment in the lab to see whether measured performance matches simulation. The first reconstructions will be done in 2D but ultimately the system wants to be built in 3D to fully capture any ultrasound wave. Students will ideally have a good background in programming, and have good lab skills; the optics and acoustics knowledge will be taught on the job.
"
3986,"Overby, Darryl","Lab based","Biomechanics and mechanobiology,Medical devices","body region / organ - biofluids,body region / organ - eye,disease - cardiovascular,disease - ocular,system - ocular,Techniques / technologies - Experiment - microfluidics,Techniques / technologies - Imaging - microscopy","A novel perfusion microdevice for studying the cellular biomechanics of glaucoma","2025-06-06 07:27:17","Glaucoma is a blinding eye disease that robs people of precious vision mostly during their later years in life, preventing them from enjoying reading, driving or seeing the faces of their grandchildren. The key to treating glaucoma is to lower pressure in the eye, but we do not fully understand the pressure-regulating machinery. The relevant tissue is the trabecular meshwork and Schlemms canal (TM/SC), located around the periphery of the iris. Aqueous humour (fluid that fills the eye) continually drains through the TM/SC and the resistance to flow through these tissues is what determines eye pressure. Our laboratory aims to understand the mechanics of fluid flow through the TM/SC, so as to understand how it generates hydraulic resistance to control eye pressure. Our past research has shown that this mechanism is closely linked to cellular biomechanics.

This project will develop a perfusion system which will allow us (for the first time) to directly visualise fluid flow through the TM/SC and the biomechanical response of SC and TM cells. There at least two separate approaches for this project . One aspect will focus on using mouse eyes, which our laboratory has shown mimics important aspects of the human TM/SC. Transgenic mice are available that encode fluorescent protein within SC, allowing in principle microscopic visualisation of SC during flow. The aim would be to develop a perfusion system to mount the mouse eye onto a microscope stage to allow SC to be visualised during flow, with fluorescent tracer nanoparticles used to assess flow patterns. The second aspect of the project will use strips of TM/SC tissue isolated from human eyes (provided by a collaborator in the US). The goal is to develop a microfluidics platform to mount and perfuse these tissue strips (~ 1 mm x 0.1 mm) on a microscope stage to directly visualise SC and TM behaviour under flow. We have a preliminary design for both aspects of the project to help students get started. Both aspects of the work will feature centre stage in future glaucoma research, meaning that the projects will have full access to laboratory personnel and support and an opportunity to publish the work in peer reviewed journals."
3995,"Bull, Anthony","Lab based","Medical devices","application - orthopaedics","Halting mechanism and force multiplier for a novel bone transport intramedullary nail","2025-05-19 14:41:10","For a distraction osteogenesis nail used for the reconstruction of large defects in the femur and tibia, a halting mechanism is needed to pause the distraction activated externally, e.g. using a magnetic force. The activation could only be mechanical or electromechanical. In addition, the force needs to be multiplied (e.g. using the Pascal principle) using a mechanism. Strong SolidWorks background and basic electronics knowledge are desirable for this project. This will involve prototyping and testing. This is an excellent opportunity to work on an advanced medical technology that can prevent amputation in many patients. This project’s lead supervisor will be Dr Mehdi Saeidi m.saeidi@imperial.ac.uk so please contact him in the first instance."
4003,"Almquist, Ben","Lab based","Regenerative medicine and biomaterials","application - molecular,application - regenerative medicine,body region / organ - skin,Techniques / technologies - Experiment - cell / tissue culture","Developing next generation TrAPs for tissue repair","2025-05-22 12:07:28","We have developed a patented technology called TrAPs that enables the activation and release of bound therapeutics due to cellular traction forces. In this project, we want to explore the further development of this technology, investigating topics that can range from incorporation with decellularised matrices, ultrasound-activated TrAPs, logic-gate based TrAPs for multi-stimulus activation, and more. 



:Learn more here: https://onlinelibrary.wiley.com/doi/10.1002/adma.201806380"
4005,"Au, Sam","Lab based","Medical devices,Molecular and cellular bioengineering","disease - cancer,system - cardiovascular,Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Experiment - microfluidics","Development of vessel-on-a-chip systems","2025-05-19 14:42:39","The pharmaceutical industry globally spends more than a hundred billion dollars on research and development (R&D) every year, which is the highest level of R&D investment amongst the industrial sectors. A tremendous portion of this investment is generally spent on pre-clinical and clinical testing of new drugs prior to their marketing stage. Various existing and emerging systems have been employed for pre-clinical testing prior to clinical trials involving patients. Pre-clinical testing of therapeutics can mainly be categorized into two groups, in vitro testing (i.e. traditional cell- and tissue-cultures) and in vivo testing (i.e. animal models). In vitro tests cannot recapitulate the complex environment of the body. On the other hand, in vivo tests are expensive, time-consuming, ethically controversial, and poor predictors of human responses because of physiological differences between humans and animals. Recently, organ-on-a-chip (OOC) systems have achieved wide attention as a suitable alternative for traditional pre-clinical tests. Organ-on-a-chip systems are multi-channel cell culture systems engineered to mimic the physiological environment and function of an organ on a small chip. Here is the link for a very interesting TED talk about organ-on-a-chip systems: 
https://www.ted.com/talks/geraldine_hamilton_body_parts_on_a_chip#t-659395
Among OOC systems, vessel-on-a-chip is one of the most important systems for drug screening studies because blood vessels are the first and the main organ of contact with pharmaceutical compounds after their injection into the body. Furthermore, vasculature-related diseases are one of the leading causes of mortality worldwide.
The goal of this project is design and development of vessel-on-a-chip systems. In this project, you will learn different techniques to design and fabricate microchips. Then, you will use the chips to culture different endothelial cells in order to form vessels on chips. The developed vessel-on-a-chip systems will be recruited to investigate the effect of different parameters on formation of 3D tubular networks on chips. 

"
4009,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging","Explainable prognostic models for progressive pulmonary fibrosis","2025-05-19 14:41:39","Fibrotic lung diseases (FLD) refer to a group of diseases that cause collagen-based scar tissue formation in the lungs, which can lead to progressive loss of lung function. Among these patients, there is a subset that progresses inexorably despite conventional therapy, known as progressive pulmonary fibrosis (PPF). Early identification of PPF is crucial for prompt initiation of antifibrotic therapy, only licensed in patients with progressive disease. It is also important for the accurate stratification of patients in clinical treatment trials. Currently no reliable means for predicting the progression of fibrosis using baseline data, meaning that patients must undergo a period of functional decline before they qualify for antifibrotic therapy. This is one of the most urgent unmet needs in the management of patients with fibrotic lung disease. In this project, we will first develop a DL-based model which makes predictions directly from the whole baseline scan followed by developing a regression model which fits the DL output using a number of identified representative CT patches that are learned automatically by an unsupervised clustering method as the explanation method. The milestone is the successful development of the prognostic model with its explanation method."
4010,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,medical devices - diagnostic,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","Novel biomarker identification for progressive pulmonary fibrosis","2025-05-19 14:41:39","The objective of this project is to identify novel phenotypic biomarkers for progressive pulmonary fibrosis using CT images. To achieve this, we will develop novel explainable AI (XAI) methods specifically designed for our deep learning-based prediction model. Our XAI methods will incorporate both attribution-based techniques and counterfactual explanation methods. Firstly, we will assess existing XAI methods to determine which attribution methods are reliable and capable of identifying the semantic features used by the prediction model. This assessment will help us select the most suitable attribution method for our specific application. Following that, we will develop generative-based models to generate counterfactual explanations. These explanations will shed light on the reasoning behind the model's predictions by generating hypothetical scenarios that could result in different outcomes. The combination of attribution-based methods and counterfactual explanations will enhance the interpretability of DL-based prediction models. The developed XAI methods will be validated on our in-house fibrotic lung disease datasets and be used for identifying the novel phenotypic features for progressive pulmonary fibrosis."
4011,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,medical devices - diagnostic,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","3D HRCT Synthesis Enhancing Pulmonary Disease Diagnosis","2025-05-19 14:41:39","High-Resolution Computed Tomography (HRCT) scans play a critical role in diagnosing pulmonary diseases such as interstitial lung disease. However, acquiring HRCT scans can be costly and involves radiation exposure. In this project, we will develop a deep generative model-based approach to generate synthetic HRCT images from lower-resolution CT scans or other imaging modalities, e.g., MRI. The generated HRCT images should accurately represent the structural details of the lungs and abnormalities associated with various pulmonary diseases. The performance of the synthetic HRCT images can be evaluated by comparing the diagnostic accuracy of radiologists using both real and synthetic images. The outcome of this project will lead to potential conference presentations/publications and a further PhD project."
4012,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,medical devices - diagnostic,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning","Non-Imaging Data Synthesis for Clinical Decision Support","2025-05-19 14:41:39","Non-imaging clinical data, such as electronic healthcare records (EHR), wearable device data, and laboratory results, play a crucial role in clinical decision-making. However, the availability and privacy concerns surrounding these data pose challenges for research and analysis. This project aims to develop a generative model for synthesizing realistic longitudinal non-imaging medical data, addressing missing data and privacy breaches while preserving the statistical properties and dependencies found in real-world patient records. In this project, we will focus on synthesizing non-imaging medical data, such as patient demographics, vital signs, laboratory test results, and medical histories. You will develop a generative model that can generate realistic longitudinal synthetic patient records, preserving the statistical properties and dependencies present in real-world data. The quality of the synthesized data can be evaluated by comparing its distribution and statistical characteristics with real patient data. We will also develop downstream tasks, including disease identification, to further verify the utility of the synthetic patient records."
4013,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,medical devices - diagnostic,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","Unsupervised Learning for Airway Image Segmentation","2025-05-19 14:41:39","With the rapid accumulations of large-scale datasets, supervised deep learning methods spread out various medical image analysis domains like disease diagnosis and organ segmentation. However, expert annotation is time-consuming and highly subjective, especially for labeling large-scale 3D medical datasets. Meanwhile, fully supervised learning may restrict the model performance in some cases, for instance, noisy label scenes. To tackle the problems, unsupervised learning has gradually attracted much attention in the community of medical image analysis. For instance, innovative agent tasks of Cube Reconstruction and Masked Image Modeling (MIM) have been developed. In this project, we propose an efficient and effective airway image segmentation method called parallel multi-order joint learning network (PMJL), which integrates multi-order unsupervised and supervised learning in parallel to alleviate the scarcity of labeled airway image datasets. In the branch of multi-order unsupervised learning, since (1) the normalization of different order exponential operation of raw image can enhance the contrast attribute, and (2) the features of oriented gradients can strengthen the texture feature representations in 2D space, we extend both of them to 3D space with multi-order normalized responses as targets, which is beneficial for airway image segmentation. For the supervised learning branch, it directly predicts the full segmentation map by random masked input rather than full input, which not only omits the pretrain and finetune steps but also reduces the risk of over-fitting."
4014,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,disease - infection,medical devices - diagnostic,system - respiratory,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","Border Rendering Feature Orthogonal Network for Blood Vessel Segmentation","2025-05-19 14:41:39","Blood vessel segmentation of the lungs can be very beneficial for identifying important pulmonary diseases: it helps to delineate lung nodules, detect pulmonary emboli and evaluate the lungs vasculature in pulmonary hypertension. The patient’s individual values can be compared with normative values to detect and assess the occurrence, the extent and the clinical evolution of the disease. In this project, we develop an effective blood vessel segmentation method called Border Rendering Feature Orthogonal (BRFO) network. Unlike previous cutting-edge methods that operate on all regular dense points, our BRFO decouples and depicts the medical image regions as a cube-tree. This approach focuses only on recycle-sampling vulnerable border points, rendering the serious discontinuity as well as false-negative/positive small-size vessels with two novel Multi-momentum Global-Local Fusion (MGLF) and Sparse Patched Feature Orthogonal (SPFO) modules. Furthermore, we develop a Multi-stage Self-Knowledge Distillation (MSKD) module to improve the model performance and robustness, which can also accelerate the convergence of model training. We validate the performance of our method by training on normal lung disease datasets and testing on lung cancer and COVID-19 datasets. The outcome of this project will lead to potential conference presentations/publications and a further PhD project."
4016,"Yang, Guang","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - computer vision,application - imaging,medical devices - diagnostic,system - respiratory,Techniques / technologies - Experiment - software engineering,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","Image retrieval for computational data harmonisation","2025-05-19 14:41:39","Data harmonisation refers to the process of integrating data from multiple sources to facilitate analysis and comparison. Collecting data using different methods, storing it in different formats, or measuring it on different scales can make it challenging to integrate and compare data across sources. To overcome these challenges, data harmonisation methods are used to standardise, match, transform, aggregate, or clean the data. In this project, participants will focus on developing novel image retrieval systems for multi-modality medical images. Students are encouraged to develop novel prompt-based retrieval systems to address the existing challenges. Specifically, using digital image processing techniques to extract highly efficient features as extern prompts, and integrated them with carefully designed encoding networks. The outcome of this project will lead to potential conference presentations/publications and a further PhD project.
"
4019,"Guder, Firat","Lab based","Biomedical sensing diagnostics and imaging","application - sensing / monitoring","Electrochemical biosensor for testosterone detection","2025-05-19 14:41:33","This project aims to develop a low-cost label-free sensor for testosterone using gold-plated metal sheets (Ni/Ti). Testosterone, a vital hormone in human and animal physiology, holds great importance in assessing hormonal imbalances, male fertility issues, drug development and so on. However, existing detection methods often involve complex labeling procedures that are time-consuming and costly.

By utilizing the distinct properties of gold-plated metal sheets as a sensing platform, this enhances the sensor's ability to detect testosterone with greater sensitivity and selectivity. By attaching specific biomolecules that interact with testosterone, we can directly measure its levels using electrochemical techniques like cyclic voltammetry or differential pulse voltammetry.

The project involves manufacturing the electrodes, gold plating and optimizing the attachment of aptamer molecules."
4022,"INDUSTRY, Robert Ferguson","Lab based",,,"Automatic detection of autoimmune liver diseases from MRCP images using deep learning","2025-05-19 14:41:45"," Autoimmune liver diseases (AILD) cause the body’s immune system to attack the liver, which may cause complications such as cholangitis, cirrhosis and liver failure. The most common AILD are autoimmune hepatitis (AIH), Primary Sclerosing Cholangitis (PSC) and Primary biliary Cholangitis (PBC). While they share some common characteristics, the optimal treatment varies for each disease and treatment for one disease can be detrimental to a patient with one of the others. Therefore, obtaining an accurate diagnosis is critical.

AILD is conventionally diagnosed with biopsy, which is an invasive procedure that suffers from high inter-reader variability and only samples a small part of the liver, and qualitative assessment of magnetic resonance cholangiopancreatography (MRCP).  MRCP is an established technique that non-invasively images the biliary tree, and is routinely used by radiologists to help diagnose and monitor patients with AILD. However, qualitatively reading MRCP scans and reaching a diagnosis for AILD from them is subjective, with low inter-reader agreement. 

This project proposes to develop a tool to automatically classify MRCP images to predict the occurrence of the most common AILD, thus eliminating the inter-reader variability and reducing the need for invasive diagnostic procedures, which may pose risks such as infection or internal bleeding. Previous publications have used multi-view convolutional neural networks (CNNs) to automatically detect PSC on MRCP, achieving impressive results. Our goal is to extend these methods to distinguish between different AILD rather than just PSC and normals. Furthermore, we also plan to compare the performance of the CNN to metrics derived from MRCP+ (Perspectum Ltd, Oxford), which produces a set of quantitative radiomic descriptors of the biliary tree from MRCP images. To evaluate the model, we will use a dataset curated by Perspectum, which contains at least 50 patients per category. 
"
4023,"Almquist, Ben","Lab based","Medical devices,Regenerative medicine and biomaterials","---,Techniques / technologies - Design - CAD,Techniques / technologies - Experiment - mechanical testing","Blood Shredder - Unlocking our body's pharmacy, ninja turtle style!","2025-05-19 14:41:13","Our blood is full of therapeutic proteins that can be used to modulate and improve tissue repair and wound healing. We have recently invented a nanotech-based approach for harvesting these proteins from blood lysate and releasing them on-demand during wound repair. 

In order to unlock the full potential of this technology to be used in frontline medicine applications, low-resource environments, and other areas away from a hospital setting, a method for rapidly lysing and filtering blood to concentrate these therapeutic proteins is needed. 

This project is a design and prototyping project to create a functional device for field use. The device needs to be lightweight, reliable, rapid, and relatively low cost, and will involve mechanical CAD design, materials selection, rapid prototyping, testing, etc. "
4027,"Higgins, Claire","Lab based","Regenerative medicine and biomaterials","body region / organ - skin,Techniques / technologies - Experiment - cell / tissue culture,Techniques / technologies - Modelling - computational","Identification of therapeutics to treat Scleroderma ","2025-05-19 14:41:19","Scleroderma is a progressive fibrotic disease that leads to increased scar tissue within the skin and internal organs. It is a rare disease with no cure - life expectancy is 10 years post diagnosis. In this project, the student will use Seurat and Cell chat coding modules to compare scRNA-seq data from healthy skin and sclerotic skin.
Various datasets are available. 
https://arthritis-research.biomedcentral.com/articles/10.1186/s13075-020-02343-4
https://www.nature.com/articles/s41467-021-24110-y
https://pubmed.ncbi.nlm.nih.gov/34031030/
The aim is to identify dysregulated signalling pathways that can be therapeutic targets. In the lab we have scleroderma fibroblasts that the therapeutics can be trialled on."
4029,"Higgins, Claire","Lab based","Regenerative medicine and biomaterials","application - tissue,body region / organ - skin,Techniques / technologies - Experiment - cell / tissue culture","Hair follicle control of pigmentation","2025-06-05 19:14:37","In the hair follicle, melanocytes reside at the base, in the hair bulb. These produce melanin which is transferred to adjacient epithelial cells, giving the hair fibre its pigment/colour.  In mice, signalling from the dermal papilla, another cell cluster in the hair bulb, can influence the type of melanin (eumelanin or pheomelanin) that melanocytes produce, and also the total amount of melanin they produce. https://pubmed.ncbi.nlm.nih.gov/35858560/
We hypothesise that dermal papilla from white or pigmented hair follicles (in human), will differentially affect the type and amount of melanin that melanocytes produce.  This project will employ cell culture assays and imaging/image analysis to test this hypothesis. The student will culture melanocytes, epithelial cells, dermal papilla cells from white and pigmented hair follicles, and interfollicular fibroblasts from human skin.  They will then co-culture them together to assess melanin transfer from melanocytes to epithelial cells and the effect of signals secreted by dermal papilla cells on this process.  melanin production and transfer will be confirmed using immunocytochemistry and image analysis."
4030,"Lally, Peter","Desk based","Biomedical sensing diagnostics and imaging","application - imaging,body region / organ - brain,disease - neurodegenration,disease - neurological,medical devices - diagnostic,system - neuro,Techniques / technologies - Experiment - human volunteers,Techniques / technologies - Imaging - MRI,Techniques / technologies - Modelling - computational","Optimising physiological motion correction strategies in MRI","2025-05-19 14:42:30","Complex periodic brain motion (pulsatile motion, flow, mechanical deformation) is problematic for MRI and obscures key regions of interest even when the head is kept perfectly still. Some of the most interesting regions from a neuroscience perspective (e.g. brainstem) are in regions which are particularly affected by complex motion, meaning that they are under-examined with high resolution neuroimaging.

MRI techniques can be designed to be insensitive to these periodic fluctuations, by reordering the acquisition scheme to ensure that periodic signal fluctuations are instead reconstructed as unstructured noise. However, it is not clear how these schemes should be designed to optimally perform quantitative imaging in the brainstem.

In this project you will design an acquisition scheme which is insensitive to complex brain motion during high resolution brain imaging, such that you can produce quantitative maps of tissue in the brainstem. You will explore optimal encoding strategies, opportunities to exploit data redundancy to speed up acquisitions, and have the opportunity to modify the acquisition scheme directly on the MRI scanner.
"
4033,"Nanayakkara, Thrishantha","Lab based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - bioinformatics,application - sensing / monitoring,body region / organ - eye,body region / organ - hand","Visuo-haptic experience of digitally archived objects using a haptic mouse","2025-05-19 14:42:49","Summary of the project

The project aims to test the hypothesis that a user will build realistic expectations of a digitally archived object when haptic feedback of its abstract mechanical properties are given in addition to visual feedback compared to a case of only visual feedback. The methods involve creating an archive 3D models of a group of objects (i.e. toys) with their stiffness and roughness. The 3D models would be used in a website, that resembles popular e-commerce sites. A soft haptic mouse user interface would allow users to interactively explore the visual look of the items in the archive, while otherwise having a regular e-shopping experience. This part of the project will involve updating the existing Haptic Mouse (a device created as part of the RoboPatient project in MorphLab) to allow to portray the stiffness and roughness of the archived items. The stiffness would be shown by updating on the existing Haptic Mouse mechanism, while the roughness haptic perception would require completely new developments, likely using vibrotactile stimulation of strings woven into a fabric.

The objectives of the project

The project would aim to test if there are statistically significant differences in shopping habits, such as decision time, selling success rate and return rate, when there is a) only visual feedback and b) visual and haptic feedback. In addition, various biomarkers would be monitored to measure the user’s excitement levels to measure the possible correlation to the previously mentioned shopping characteristics. 

The methods

The stiffness and roughness of 5 items could be determined using an artificial finger that has been developed in MorphLab, while the website would be built using JavaScript or another programming language. 
A trial with 30 students would be needed to get sufficient data. There would be 3 groups: a) only visual feedback, b) only hybrid (visual and haptic) feedback, c) visual feedback followed by hybrid feedback. The user interface would collect the data on shopping habits, while an EMG, a heart rate monitor and a biomarker tracking bracelet would collect data on various biomarkers. This data would be statistically processed. 
"
4034,"Cocheme, Helena","Lab based",,,"Drosophila as a model to study redox signalling and diet-induced obesity in ageing","2025-05-19 14:41:41","Human life expectancy is increasing and populations are ageing, which has important social and economic implications. Ageing is also the biggest risk factor for a wide range of pathologies, such as diabetes, neurodegeneration, cancer and cardiovascular disease. However, the ageing process itself is still poorly understood. Recent progress with model organisms, such as the fruit fly Drosophila, has shown that genetic mutations (e.g. within evolutionary conserved nutrient-sensing pathways), environmental interventions (especially diet), and pharmacological treatments can dramatically affect lifespan.

We will use Drosophila as an in vivo model system to explore the biological mechanisms behind ageing. Our group focuses on two complementary lines of research:
1) Investigating the role of redox signalling in metabolism and ageing:
Redox signalling operates through specific post-translational modification of cysteine residues on target proteins, integrating cues from nutritional status, mitochondrial function and stress (e.g. ROS, redox cofactors), and acts as a reversible switch to regulate cellular processes. Using redox proteomic approaches and genetic redox-inactive mutants, we can manipulate redox-sensitive targets to extend lifespan and gain mechanistic insight into redox signalling in vivo.

2) Studying the impact of diet-induced obesity on lifespan:
Like humans, high sugar and high fat diets induce obesity and insulin resistance in Drosophila, and are used to model diabetic complications. These obesogenic diets also shorten lifespan, however the underlying mechanisms are complex. We use the powerful fly system to understand how diet-induced pathologies affect ageing, in order to uncover new potential therapeutic strategies for health and longevity benefits."
4035,"Masouros, Spyros","Lab based","Biomechanics and mechanobiology","system - musculoskeletal","prosthetic hand improvements - with Koalaa","2025-06-05 21:53:52","This is a project to be conducted with Koalaa. We have completed 2 final year projects with them already; both were on hand attachments for different applications. 
We will have a first meeting with them to confirm priorities and then converge to the specific objectives of the project. It will likely be the design of a terminal device for a specific application (eg playing the violin)"
4036,"Faisal, Aldo","Lab based",,,"Restoration of reaching movement with AI-controlled FES","2025-05-19 14:41:03","Improvements have been achieved in AI-controlled FES-restoration of reaching movements, by integrating reinforcement learning methods and detailed neuromechanical models to address existing challenges in motor control [1]. A further step towards achieving a patient specific FES-restoration may be to translate these methods into real usages by optimising the models to accurately represent the dynamics of a specific patient and pre-train the RL before transferring it to the real subject.

[1]: https://arxiv.org/pdf/2301.04004.pdf"
4037,"Green, Rylie","Lab based","Biomedical sensing diagnostics and imaging","body region / organ - brain,medical devices - diagnostic,medical devices - monitoring","In-Ear EEG - signal detection","2025-05-19 14:42:34","Implementing signal processing and ML for detection of abnormal brain activity in TBI when monitored through in-ear electrodes"
4038,"Green, Rylie","Lab based","Molecular and cellular bioengineering,Regenerative medicine and biomaterials","application - nanotechnology,application - neurotechnology,body region / organ - brain,medical devices - implants","Injectable electrodes: Colloidal systems for conductive nanoelectronics","2025-05-19 14:42:34","This project is about biomaterials development to make injectable systems that are electrically addressable "
4047,"Yap, Choon Hwai","Desk based","Biomedical sensing diagnostics and imaging,Computational and theoretical modelling","application - computer vision,application - imaging,body region / organ - heart,disease - cardiovascular,system - cardiovascular,Techniques / technologies - Imaging - ultrasound,Techniques / technologies - Modelling - computational,Techniques / technologies - Modelling - machine learning,Techniques / technologies - Modelling - neural networks","Virtual-Reality Deep-Learning System for Fetal Echocardiography Visualization","2025-05-19 14:42:54","Fetal echocardiograph is the primary tool used for mass screening to detect congenital heart malformations, and for evaluation of fetal cardiac health to determine if interventions are needed (eg., placenta ablation during twin-to-twin transfusion or valvuloplasty for valve stenosis). However, detection rate for malformations is only 50% accurate, and if undetected, plans for surgery after birth are not prepared well, leading to death and poorer outcomes. Further, fetal echo measurements are notoriously imprecise, preventing advancements. The norm for fetal echo is still 2D, despite 3D+time imaging being widely available, due to difficulty with visualization of 3D images. We aim to develop a Virtual Reality (VR) system to display echo images, and coupled it with Deep-Learning segmentation and motion tracking algorithms that we are developing, so that clinicians can better visualize the heart and its motion, and can obtain in real time shape, size and deformation measurements to aid with detection of abnormalities and evaluation of disease severity. We believe this will be the next paradigm in this field. This project thus task the student to bring our VR system forward, to test various display approach to find the one that allows the easiest interpretation of the images, and that gives the highest chance of detecting abnormalities, and to work towards incorporating our deep learning algorithms with the system. You will work in a team of engineers and clinicians on this project to facilitate your work and gain suitable exposure."
